"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"VIOT","Viomi Technology Co., Ltd","7.4","$514.18M","2018","Consumer Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/viot",
"VNOM","Viper Energy Partners LP","14.6","$2.32B","2014","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/vnom",
"VIR","Vir Biotechnology, Inc.","40.53","$5.16B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/vir",
"VIRC","Virco Manufacturing Corporation","2.7401","$43.62M","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/virc",
"VRDN","Viridian Therapeutics, Inc. ","21.78","$85.12M","2014","n/a","n/a","https://old.nasdaq.com/symbol/vrdn",
"VIRI","Virios Therapeutics, Inc.","7.8","$64.6M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/viri",
"VTSI","VirTra, Inc.","4.045","$31.42M","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/vtsi",
"VIRT","Virtu Financial, Inc.","24.84","$4.81B","2015","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/virt",
"VOSOU","Virtuoso Acquisition Corp.","10.3","n/a","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/vosou",
"VRTS","Virtus Investment Partners, Inc.","223.03","$1.7B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/vrts",
"BBC","Virtus LifeSci Biotech Clinical Trials ETF","53.67","$53.67M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbc",
"BBP","Virtus LifeSci Biotech Products ETF","57.2164","$57.22M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbp",
"JOET","Virtus Terranova U.S. Quality Momentum ETF","26.5039","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/joet",
"VRTU","Virtusa Corporation","51.16","$1.55B","2007","Technology","EDP Services","https://old.nasdaq.com/symbol/vrtu",
"VMAR","Vision Marine Technologies Inc.","15.64","$125.28M","2020","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/vmar",
"VISL","Vislink Technologies, Inc.","2.54","$53.03M","2013","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/visl",
"VTGN","VistaGen Therapeutics, Inc.","2.21","$306.18M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vtgn",
"VMAC","Vistas Media Acquisition Company Inc.","10.24","$141.62M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/vmac",
"VMACU","Vistas Media Acquisition Company Inc.","10.9145","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/vmacu",
"VMACW","Vistas Media Acquisition Company Inc.","0.99","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/vmacw",
"VC","Visteon Corporation","140.07","$3.9B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/vc",
"VITL","Vital Farms, Inc.","26.34","$1.04B","2020","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/vitl",
"VTRU","Vitru Limited","15.24","$351.4M","2020","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/vtru",
"VIVE","Viveve Medical, Inc.","3.43","$7.43M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/vive",
"VVPR","VivoPower International PLC","13.88","$235.12M","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/vvpr",
"VVOS","Vivos Therapeutics, Inc.","6.7","$117.25M","2020","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/vvos",
"VOD","Vodafone Group Plc","17.58","$47.17B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/vod",
"VG","Vonage Holdings Corp.","13.47","$3.35B","2006","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/vg",
"VJET","voxeljet AG","17.94","$86.76M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/vjet",
"VOXX","VOXX International Corporation","21.33","$510.38M","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/voxx",
"VYGR","Voyager Therapeutics, Inc.","9.04","$338.69M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/vygr",
"VIH","VPC Impact Acquisition Holdings","15.02","$389.34M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/vih",
"VIHAU","VPC Impact Acquisition Holdings","16.89","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/vihau",
"VIHAW","VPC Impact Acquisition Holdings","4","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/vihaw",
"VRM","Vroom, Inc.","36.55","$4.76B","2020","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/vrm",
"VSEC","VSE Corporation","41.39","$457.4M","n/a","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/vsec",
"VTVT","vTv Therapeutics Inc.","2.2","$170.82M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vtvt",
"VUZI","Vuzix Corporation","12.37","$528.43M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/vuzi",
"VYNE","VYNE Therapeutics Inc.","1.88","$315.61M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vyne",
"WAFU","Wah Fu Education Group Limited","4.64","$20.33M","2019","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/wafu",
"HLAL","Wahed FTSE USA Shariah ETF","35.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hlal",
"WTRH","Waitr Holdings Inc.","3.38","$375.17M","2016","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/wtrh",
"WBA","Walgreens Boots Alliance, Inc.","47.45","$41B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/wba",
"WSG","Wanda Sports Group Company Limited","2.5","$348.13M","2019","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/wsg",
"WMG","Warner Music Group Corp.","38.74","$19.93B","2020","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/wmg",
"WAFD","Washington Federal, Inc.","28.57","$2.17B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wafd",
"WASH","Washington Trust Bancorp, Inc.","46.65","$805.4M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wash",
"WSBF","Waterstone Financial, Inc.","19.27","$484.87M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/wsbf",
"WTRE","Watford Holdings Ltd.","34.75","$691.07M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/wtre",
"WTREP","Watford Holdings Ltd.","25.5","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/wtrep",
"WVE","WAVE Life Sciences Ltd.","9.97","$486.31M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/wve",
"WSTG","Wayside Technology Group, Inc.","18.78","$81.92M","n/a","Technology","Retail: Computer Software & Peripheral Equipment","https://old.nasdaq.com/symbol/wstg",
"WDFC","WD-40 Company","288.93","$3.95B","1973","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/wdfc",
"WB","Weibo Corporation","42.96","$9.73B","2014","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/wb",
"WEN","Wendy&#39;s Company (The)","20.85","$4.67B","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/wen",
"WERN","Werner Enterprises, Inc.","42.955","$2.97B","1986","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/wern",
"WSBC","WesBanco, Inc.","31.65","$2.13B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wsbc",
"WSBCP","WesBanco, Inc.","27.69","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wsbcp",
"WTBA","West Bancorporation","21.005","$345.94M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wtba",
"WABC","Westamerica Bancorporation","61.52","$1.65B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wabc",
"WINC","Western Asset Short Duration Income ETF","26.2502","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/winc",
"WBND","Western Asset Total Return ETF","27.9112","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/wbnd",
"WDC","Western Digital Corporation","50.71","$15.43B","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/wdc",
"WNEB","Western New England Bancorp, Inc.","6.66","$170.01M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/wneb",
"WPRT","Westport Fuel Systems Inc","8.2","$1.12B","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/wprt",
"WWR","Westwater Resources, Inc.","6.58","$126.15M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/wwr",
"WEYS","Weyco Group, Inc.","16.98","$166.75M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/weys",
"WHLR","Wheeler Real Estate Investment Trust, Inc.","2.78","$26.97M","2012","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/whlr",
"WHLRD","Wheeler Real Estate Investment Trust, Inc.","17.61","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/whlrd",
"WHLRP","Wheeler Real Estate Investment Trust, Inc.","12.53","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/whlrp",
"WHF","WhiteHorse Finance, Inc.","13.62","$279.84M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/whf",
"WHFBZ","WhiteHorse Finance, Inc.","25.77","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/whfbz",
"FREE","Whole Earth Brands, Inc.","11.89","$456.89M","2019","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/free",
"FREEW","Whole Earth Brands, Inc.","1.59","n/a","2019","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/freew",
"WHLM","Wilhelmina International, Inc.","4.71","$24.29M","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/whlm",
"WVVI","Willamette Valley Vineyards, Inc.","6.705","$33.29M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/wvvi",
"WVVIP","Willamette Valley Vineyards, Inc.","5.4","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/wvvip",
"WLDN","Willdan Group, Inc.","50.36","$608.04M","2006","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/wldn",
"WLFC","Willis Lease Finance Corporation","30.5","$182.24M","1996","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/wlfc",
"WLTW","Willis Towers Watson Public Limited Company","206.5","$26.62B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/wltw",
"WSC","WillScot Mobile Mini Holdings Corp.","25.53","$5.82B","2015","n/a","n/a","https://old.nasdaq.com/symbol/wsc",
"WIMI","WiMi Hologram Cloud Inc.","8.57","$572.34M","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/wimi",
"WINT","Windtree Therapeutics, Inc.","5.44","$92.05M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/wint",
"WING","Wingstop Inc.","155.44","$4.61B","2015","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/wing",
"WINA","Winmark Corporation","183.99","$688.18M","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/wina",
"WTFC","Wintrust Financial Corporation","65.88","$3.8B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wtfc",
"WTFCM","Wintrust Financial Corporation","27.54","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wtfcm",
"WTFCP","Wintrust Financial Corporation","28.32","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wtfcp",
"CXSE","WisdomTree China ex-State-Owned Enterprises Fund","74.79","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cxse",
"WCLD","WisdomTree Cloud Computing Fund","56.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/wcld",
"EMCB","WisdomTree Emerging Markets Corporate Bond Fund","76.61","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/emcb",
"DGRE","WisdomTree Emerging Markets Quality Dividend Growth Fund","30.415","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dgre",
"DXGE","WisdomTree Germany Hedged Equity Fund","32.2173","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dxge",
"HYZD","WisdomTree Interest Rate Hedged High Yield Bond Fund","22.02","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hyzd",
"AGZD","WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund","47.245","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/agzd",
"WETF","WisdomTree Investments, Inc.","5.43","$807.88M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/wetf",
"DXJS","WisdomTree Japan Hedged SmallCap Equity Fund","40.4101","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dxjs",
"DGRW","WisdomTree U.S. Quality Dividend Growth Fund","54.61","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dgrw",
"DGRS","WisdomTree U.S. SmallCap Quality Dividend Growth Fund","41.9378","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dgrs",
"WKEY","WISeKey International Holding AG","6.68","$95.97M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/wkey",
"WIX","Wix.com Ltd.","249.49","$13.88B","2013","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/wix",
"WWD","Woodward, Inc.","122.02","$7.68B","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/wwd",
"WDAY","Workday, Inc.","235.53","$56.53B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/wday",
"WKHS","Workhorse Group, Inc.","23.51","$2.83B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/wkhs",
"WRLD","World Acceptance Corporation","112.19","$771.07M","1991","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/wrld",
"WRAP","Wrap Technologies, Inc.","5.16","$192.01M","n/a","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/wrap",
"WSFS","WSFS Financial Corporation","46.54","$2.35B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wsfs",
"WNW","Wunong Net Technology Company Limited","22.1","$552.5M","2020","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/wnw",
"WVFC","WVS Financial Corp.","14.995","$28.53M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/wvfc",
"WW","WW International, Inc. ","24.35","$1.66B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ww",
"WYNN","Wynn Resorts, Limited","107.45","$11.59B","2002","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/wynn",
"XFOR","X4 Pharmaceuticals, Inc.","8.49","$138.27M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/xfor",
"XBIT","XBiotech Inc.","16.85","$493.04M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xbit",
"XELB","Xcel Brands, Inc","1.39","$26.73M","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/xelb",
"XEL","Xcel Energy Inc.","64.76","$34.8B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/xel",
"XNCR","Xencor, Inc.","48.5","$2.79B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xncr",
"XBIO","Xenetic Biosciences, Inc.","2.63","$16.56M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xbio",
"XBIOW","Xenetic Biosciences, Inc.","1.79","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xbiow",
"XENE","Xenon Pharmaceuticals Inc.","15.97","$559.07M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xene",
"XERS","Xeris Pharmaceuticals, Inc.","5.34","$261.53M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xers",
"HX","Xiaobai Maimai Inc.","2.67","$46.69M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/hx",
"XLNX","Xilinx, Inc.","142.94","$35.04B","1990","Technology","Semiconductors","https://old.nasdaq.com/symbol/xlnx",
"XOMA","XOMA Corporation","39.31","$433.28M","1986","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xoma",
"XOMAP","XOMA Corporation","25.201","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xomap",
"XP","XP Inc.","42.11","$23.24B","2019","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/xp",
"XPEL","XPEL, Inc.","53.86","$1.49B","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/xpel",
"XPER","Xperi Holding Corporation","21.83","$2.31B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/xper",
"XSPA","XpresSpa Group, Inc. ","1.74","$163.61M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/xspa",
"XTLB","XTL Biopharmaceuticals Ltd.","3.4845","$17.92M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xtlb",
"XNET","Xunlei Limited","4.32","$288.92M","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/xnet",
"YNDX","Yandex N.V.","66.44","$23.26B","2011","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/yndx",
"YTRA","Yatra Online, Inc.","2.18","$130.85M","n/a","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/ytra",
"YSAC","Yellowstone Acquisition Company","10.33","$175.6M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ysac",
"YSACU","Yellowstone Acquisition Company","10.87","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ysacu",
